id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
1839,BNB,BNB,bnb,2593,2017-07-25T00:00:00.000Z,"{marketplace,centralized-exchange,payments,smart-contracts,alameda-research-portfolio,multicoin-capital-portfolio,bnb-chain-ecosystem,layer-1,alleged-sec-securities,celsius-bankruptcy-estate,binance-ecosystem,binance-listing}",,140885742.43,140885742.43,False,,5,,,,2025-06-25T08:38:00.000Z,643.7842090857662,1599844766.6798437,-10.9479,-0.34859195,0.71370445,-1.08129366,-4.50193096,6.6588865,0.69094004,90700016261.75853,2.768,90700016261.76,,2025-06-25T08:38:00.000Z,,,,,,2025-06-25 14:09:04.122563
5426,Solana,SOL,solana,940,2020-04-10T00:00:00.000Z,"{pos,platform,solana-ecosystem,cms-holdings-portfolio,kenetic-capital-portfolio,alameda-research-portfolio,multicoin-capital-portfolio,okx-ventures-portfolio,layer-1,ftx-bankruptcy-estate,alleged-sec-securities,cmc-crypto-awards-2024,made-in-america,us-strategic-crypto-reserve,binance-ecosystem,binance-listing}",,531332368.675633,603871561.3274251,True,,6,525236893.3,76469275050.76566,,2025-06-25T08:38:00.000Z,145.59006807446147,3312591607.0115476,-44.2603,-0.99552018,1.04322819,-1.31529125,-18.07226984,-4.03592572,4.68583917,77356715725.65027,2.3608,87917701721.89,,2025-06-25T08:38:00.000Z,,,,,,2025-06-25 14:09:04.122563
3408,USDC,USDC,usd-coin,28864,2018-10-08T00:00:00.000Z,"{medium-of-exchange,stablecoin,asset-backed-stablecoin,coinbase-ventures-portfolio,usd-stablecoin,ethereum-pow-ecosystem,fiat-stablecoin,tron20-ecosystem,made-in-america,world-liberty-financial-portfolio,binance-ecosystem,binance-listing}",,61718556981.72585,61718556981.72585,False,,7,60901219650.23,60895200946.28804,,2025-06-25T08:38:00.000Z,0.9999011726862528,10689991936.320036,-32.6041,-0.00862717,-0.0047013,-0.01306984,0.03883517,-0.00899258,-0.00230727,61712457502.53099,1.8833,61712457502.53,,2025-06-25T08:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-06-25 14:09:04.122563
1958,TRON,TRX,tron,1190,2017-09-13T00:00:00.000Z,"{media,payments,tron-ecosystem,layer-1,dwf-labs-portfolio,alleged-sec-securities,2017-2018-alt-season,tron20-ecosystem,world-liberty-financial-portfolio,binance-ecosystem,binance-listing}",,94811091071.5717,94811033870.60774,True,,8,71659659264.0,19598134451.690647,,2025-06-25T08:38:00.000Z,0.2734890823230059,449365653.97597903,-40.6466,-0.1873301,0.61406597,-0.06881397,0.35852726,10.88792054,17.12787868,25929798291.20708,0.7913,25929782647.37,,2025-06-25T08:38:00.000Z,,,,,,2025-06-25 14:09:04.122563
74,Dogecoin,DOGE,dogecoin,1240,2013-12-15T00:00:00.000Z,"{mineable,pow,scrypt,medium-of-exchange,memes,payments,doggone-doggerel,osmosis-ecosystem,ftx-bankruptcy-estate,animal-memes,made-in-america,binance-ecosystem,binance-listing}",,149830116383.7052,149830116383.7052,True,,9,,,,2025-06-25T08:38:00.000Z,0.1652444110832753,795480510.9092563,-48.6402,-0.95565407,1.10083508,-3.13468421,-27.4531533,-11.18968491,-16.15671861,24758589344.363964,0.7556,24758589344.36,,2025-06-25T08:38:00.000Z,,,,,,2025-06-25 14:09:04.122563
2010,Cardano,ADA,cardano,1534,2017-10-01T00:00:00.000Z,"{dpos,pos,platform,research,smart-contracts,staking,cardano-ecosystem,cardano,layer-1,alleged-sec-securities,2017-2018-alt-season,made-in-america,us-strategic-crypto-reserve,binance-ecosystem,binance-listing}",45000000000.0,35372023764.01945,44995088366.06753,False,,10,,,,2025-06-25T08:38:00.000Z,0.5801854313167496,618621461.4534636,-47.925,-0.82893877,-0.13946317,-5.46863502,-24.84350644,-20.57944124,-21.72931352,20522332864.07394,0.6264,26108344409.25,,2025-06-25T08:38:00.000Z,,,,,,2025-06-25 14:09:04.122563
32196,Hyperliquid,HYPE,hyperliquid,108,2024-07-15T10:14:50.000Z,"{decentralized-exchange-dex-token,defi,derivatives,layer-1,hyperliquid-ecosystem,binance-ecosystem,binance-listing}",1000000000.0,333928180.0,999993930.0,False,,11,333931719.0,12572546519.196018,,2025-06-25T08:38:00.000Z,37.65005180354256,291719256.8350829,-49.4438,-0.3708411,1.97475467,-6.9405792,-2.46986396,106.47120859,161.08219187,12572413275.662685,0.3837,37650051803.54,,2025-06-25T08:38:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-06-25 14:09:04.122563
1831,Bitcoin Cash,BCH,bitcoin-cash,1029,2017-07-23T00:00:00.000Z,"{mineable,pow,sha-256,marketplace,medium-of-exchange,store-of-value,enterprise-solutions,payments,bitcoin-cash-ecosystem,layer-1,2017-2018-alt-season,made-in-america,binance-ecosystem,binance-listing}",21000000.0,19888481.25,19888481.25,False,,12,,,,2025-06-25T08:38:00.000Z,478.5530950866346,535309233.8841917,16.2609,-0.56663312,4.5232821,1.68606272,13.10419474,29.41796631,42.00050622,9517694258.759998,0.2905,10049614996.82,,2025-06-25T08:38:00.000Z,,,,,,2025-06-25 14:09:04.122563
20947,Sui,SUI,sui,689,2022-07-12T08:03:11.000Z,"{binance-launchpool,coinbase-ventures-portfolio,binance-labs-portfolio,electric-capital-portfolio,a16z-portfolio,sui-ecosystem,layer-1,move-vm,cmc-crypto-yearbook-2024-2025,made-in-america,world-liberty-financial-portfolio,binance-ecosystem,binance-listing}",10000000000.0,3396671135.3644433,10000000000.0,False,,13,3396671135.36,9425194660.905493,,2025-06-25T08:38:00.000Z,2.774832854080986,1018090793.2294676,-49.7602,-1.29435076,-1.00405613,-0.76712038,-23.49515102,-21.60081084,-1.10700754,9425194660.917822,0.2877,27748328540.81,,2025-06-25T08:38:00.000Z,,,,,,2025-06-25 14:09:04.122563
1975,Chainlink,LINK,chainlink,2024,2017-09-20T00:00:00.000Z,"{platform,defi,oracles,smart-contracts,ethereum-ecosystem,polkadot,heco-ecosystem,avalanche-ecosystem,solana-ecosystem,framework-ventures-portfolio,polygon-ecosystem,fantom-ecosystem,cardano-ecosystem,terra-ecosystem,web3,near-protocol-ecosystem,arbitrum-ecosystem,cross-chain,cardano,injective-ecosystem,bnb-chain-ecosystem,optimism-ecosystem,real-world-assets,gnosis-chain-ecosystem,sora-ecosystem,hoo-smart-chain-ecosystem,milkomeda-ecosystem,energi-ecosystem,made-in-america,world-liberty-financial-portfolio,binance-ecosystem,binance-listing}",,678099970.4527867,1000000000.0,False,,14,,,,2025-06-25T08:38:00.000Z,13.351056838468395,498041182.9299868,-19.1875,-0.66385389,2.23153939,2.47205828,-15.7364875,-11.9185365,-14.87240253,9053351247.678894,0.2763,13351056838.47,,2025-06-25T08:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-06-25 14:09:04.122563
3957,UNUS SED LEO,LEO,unus-sed-leo,61,2019-05-21T00:00:00.000Z,"{marketplace,centralized-exchange,discount-token,payments,ethereum-ecosystem,kenetic-capital-portfolio,alameda-research-portfolio}",,923177120.9,985239504.0,False,,15,,,,2025-06-25T08:38:00.000Z,9.005623269267634,1916968.03714586,-37.0717,-0.14704704,-1.55014742,-1.86592748,1.28364492,-0.52703272,-7.6851385,8313785361.63254,0.2537,8872695803.02,,2025-06-25T08:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2025-06-25 14:09:04.122563
1,Bitcoin,BTC,bitcoin,12228,2010-07-13T00:00:00.000Z,"{mineable,pow,sha-256,store-of-value,state-channel,coinbase-ventures-portfolio,three-arrows-capital-portfolio,polychain-capital-portfolio,binance-labs-portfolio,blockchain-capital-portfolio,boostvc-portfolio,cms-holdings-portfolio,dcg-portfolio,dragonfly-capital-portfolio,electric-capital-portfolio,fabric-ventures-portfolio,framework-ventures-portfolio,galaxy-digital-portfolio,huobi-capital-portfolio,alameda-research-portfolio,a16z-portfolio,1confirmation-portfolio,winklevoss-capital-portfolio,usv-portfolio,placeholder-ventures-portfolio,pantera-capital-portfolio,multicoin-capital-portfolio,paradigm-portfolio,bitcoin-ecosystem,layer-1,ftx-bankruptcy-estate,2017-2018-alt-season,us-strategic-crypto-reserve,binance-ecosystem,binance-listing}",21000000.0,19883184.0,19883184.0,False,,1,,,,2025-06-25T08:39:00.000Z,106411.00449207914,44601181422.691864,-33.5801,-0.27581819,1.1585674,1.47183549,-3.05271501,12.49751454,21.45614835,2115789581940.8362,64.5816,2234631094333.66,,2025-06-25T08:39:00.000Z,,,,,,2025-06-25 14:10:11.680156
1027,Ethereum,ETH,ethereum,10357,2015-08-07T00:00:00.000Z,"{pos,smart-contracts,ethereum-ecosystem,coinbase-ventures-portfolio,three-arrows-capital-portfolio,polychain-capital-portfolio,binance-labs-portfolio,blockchain-capital-portfolio,boostvc-portfolio,cms-holdings-portfolio,dcg-portfolio,dragonfly-capital-portfolio,electric-capital-portfolio,fabric-ventures-portfolio,framework-ventures-portfolio,hashkey-capital-portfolio,kenetic-capital-portfolio,huobi-capital-portfolio,alameda-research-portfolio,a16z-portfolio,1confirmation-portfolio,winklevoss-capital-portfolio,usv-portfolio,placeholder-ventures-portfolio,pantera-capital-portfolio,multicoin-capital-portfolio,paradigm-portfolio,ethereum-pow-ecosystem,layer-1,ftx-bankruptcy-estate,sora-ecosystem,rsk-rbtc-ecosystem,world-liberty-financial-portfolio,us-strategic-crypto-reserve,binance-ecosystem,binance-listing}",,120718763.3691325,120718763.3691325,True,,2,,,,2025-06-25T08:39:00.000Z,2431.4478580146647,17170144573.450525,-37.2095,-0.80300649,1.10999367,-3.90388435,-5.45219294,33.22245168,19.83337623,293521378616.0564,8.9593,293521378616.06,,2025-06-25T08:39:00.000Z,,,,,,2025-06-25 14:10:11.680156
825,Tether USDt,USDT,tether,133823,2015-02-25T00:00:00.000Z,"{stablecoin,asset-backed-stablecoin,usd-stablecoin,ethereum-pow-ecosystem,fiat-stablecoin,tron20-ecosystem,rsk-rbtc-ecosystem,world-liberty-financial-portfolio,binance-ecosystem,binance-listing}",,156691510868.98206,159826220710.2283,True,,3,,,,2025-06-25T08:38:00.000Z,1.0004396983961956,66490718871.107376,-36.8959,-0.01000951,-0.01784493,0.00968366,0.0117119,0.0074974,0.03141735,156760407875.0086,4.7855,159896496043.14,,2025-06-25T08:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-06-25 14:10:11.680156
52,XRP,XRP,xrp,1632,2013-08-04T00:00:00.000Z,"{medium-of-exchange,enterprise-solutions,xrp-ecosystem,arrington-xrp-capital-portfolio,galaxy-digital-portfolio,a16z-portfolio,pantera-capital-portfolio,ftx-bankruptcy-estate,2017-2018-alt-season,klaytn-ecosystem,made-in-america,us-strategic-crypto-reserve,binance-ecosystem,binance-listing}",100000000000.0,58938652386.0,99986013292.0,False,,4,,,,2025-06-25T08:39:00.000Z,2.1782683748811786,2871363004.392575,-43.1879,-0.31177065,0.02668822,0.95303301,-7.12083047,-2.11798955,-8.43831667,128384202550.53893,3.9193,217826837488.12,,2025-06-25T08:39:00.000Z,,,,,,2025-06-25 14:10:11.680156
1839,BNB,BNB,bnb,2593,2017-07-25T00:00:00.000Z,"{marketplace,centralized-exchange,payments,smart-contracts,alameda-research-portfolio,multicoin-capital-portfolio,bnb-chain-ecosystem,layer-1,alleged-sec-securities,celsius-bankruptcy-estate,binance-ecosystem,binance-listing}",,140885742.43,140885742.43,False,,5,,,,2025-06-25T08:39:00.000Z,643.7555473788269,1599752891.2510707,-10.958,-0.36793433,0.712335,-1.05011218,-4.48635199,6.63457123,0.67645706,90695978235.89708,2.7678,90695978235.9,,2025-06-25T08:39:00.000Z,,,,,,2025-06-25 14:10:11.680156
5426,Solana,SOL,solana,940,2020-04-10T00:00:00.000Z,"{pos,platform,solana-ecosystem,cms-holdings-portfolio,kenetic-capital-portfolio,alameda-research-portfolio,multicoin-capital-portfolio,okx-ventures-portfolio,layer-1,ftx-bankruptcy-estate,alleged-sec-securities,cmc-crypto-awards-2024,made-in-america,us-strategic-crypto-reserve,binance-ecosystem,binance-listing}",,531332368.675633,603871561.3274251,True,,6,525236893.3,76444046627.91847,,2025-06-25T08:39:00.000Z,145.54203560917009,3313331833.0537634,-44.2611,-1.04923403,0.92680209,-1.25971403,-18.08580104,-4.11406974,4.66052511,77331194522.09367,2.3612,87888696282.08,,2025-06-25T08:39:00.000Z,,,,,,2025-06-25 14:10:11.680156
3408,USDC,USDC,usd-coin,28864,2018-10-08T00:00:00.000Z,"{medium-of-exchange,stablecoin,asset-backed-stablecoin,coinbase-ventures-portfolio,usd-stablecoin,ethereum-pow-ecosystem,fiat-stablecoin,tron20-ecosystem,made-in-america,world-liberty-financial-portfolio,binance-ecosystem,binance-listing}",,61718556981.72585,61718556981.72585,False,,7,60901219650.23,60896870317.45254,,2025-06-25T08:39:00.000Z,0.9999285838148654,10681359467.792328,-32.6282,0.00307922,-0.00485277,-0.01867876,0.03048471,-0.00353053,-0.02474122,61714149277.834206,1.8834,61714149277.83,,2025-06-25T08:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-06-25 14:10:11.680156
1958,TRON,TRX,tron,1190,2017-09-13T00:00:00.000Z,"{media,payments,tron-ecosystem,layer-1,dwf-labs-portfolio,alleged-sec-securities,2017-2018-alt-season,tron20-ecosystem,world-liberty-financial-portfolio,binance-ecosystem,binance-listing}",,94811091071.5717,94811033870.60774,True,,8,71659659264.0,19597818626.04578,,2025-06-25T08:39:00.000Z,0.27348467502260687,449383981.5030803,-40.6577,-0.17087771,0.60800442,-0.03262754,0.35943706,10.88162307,17.11444448,25929380430.24757,0.7913,25929364786.66,,2025-06-25T08:39:00.000Z,,,,,,2025-06-25 14:10:11.680156
74,Dogecoin,DOGE,dogecoin,1240,2013-12-15T00:00:00.000Z,"{mineable,pow,scrypt,medium-of-exchange,memes,payments,doggone-doggerel,osmosis-ecosystem,ftx-bankruptcy-estate,animal-memes,made-in-america,binance-ecosystem,binance-listing}",,149830116383.7052,149830116383.7052,True,,9,,,,2025-06-25T08:39:00.000Z,0.16522994005295352,795319850.7790201,-48.6586,-0.98606425,1.09935807,-3.01849046,-27.42172389,-11.13390121,-16.23177938,24756421148.20666,0.7555,24756421148.21,,2025-06-25T08:39:00.000Z,,,,,,2025-06-25 14:10:11.680156
2010,Cardano,ADA,cardano,1534,2017-10-01T00:00:00.000Z,"{dpos,pos,platform,research,smart-contracts,staking,cardano-ecosystem,cardano,layer-1,alleged-sec-securities,2017-2018-alt-season,made-in-america,us-strategic-crypto-reserve,binance-ecosystem,binance-listing}",45000000000.0,35372023764.01945,44995088366.06753,False,,10,,,,2025-06-25T08:39:00.000Z,0.5800967079761281,617944694.303774,-48.0156,-0.87373875,-0.13381172,-5.2813952,-24.80972579,-20.56181295,-21.79574437,20519194539.961052,0.6263,26104351858.93,,2025-06-25T08:39:00.000Z,,,,,,2025-06-25 14:10:11.680156
32196,Hyperliquid,HYPE,hyperliquid,108,2024-07-15T10:14:50.000Z,"{decentralized-exchange-dex-token,defi,derivatives,layer-1,hyperliquid-ecosystem,binance-ecosystem,binance-listing}",1000000000.0,333928180.0,999993930.0,False,,11,333931719.0,12564542334.385614,,2025-06-25T08:39:00.000Z,37.6260822781726,291554011.3071176,-49.49,-0.45789281,1.82501681,-6.95047971,-2.34548558,106.45483293,160.08969265,12564409175.680431,0.3834,37626082278.17,,2025-06-25T08:39:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-06-25 14:10:11.680156
1831,Bitcoin Cash,BCH,bitcoin-cash,1029,2017-07-23T00:00:00.000Z,"{mineable,pow,sha-256,marketplace,medium-of-exchange,store-of-value,enterprise-solutions,payments,bitcoin-cash-ecosystem,layer-1,2017-2018-alt-season,made-in-america,binance-ecosystem,binance-listing}",21000000.0,19888481.25,19888481.25,False,,12,,,,2025-06-25T08:39:00.000Z,478.5669487321292,535458872.8798601,16.2924,-0.56453222,4.51859676,1.72871697,13.12402182,29.43193399,41.87441667,9517969786.728662,0.2905,10049905923.37,,2025-06-25T08:39:00.000Z,,,,,,2025-06-25 14:10:11.680156
20947,Sui,SUI,sui,689,2022-07-12T08:03:11.000Z,"{binance-launchpool,coinbase-ventures-portfolio,binance-labs-portfolio,electric-capital-portfolio,a16z-portfolio,sui-ecosystem,layer-1,move-vm,cmc-crypto-yearbook-2024-2025,made-in-america,world-liberty-financial-portfolio,binance-ecosystem,binance-listing}",10000000000.0,3396671135.3644433,10000000000.0,False,,13,3396671135.36,9424608018.153141,,2025-06-25T08:39:00.000Z,2.7746601429974063,1017554455.2612685,-49.8102,-1.3490751,-1.03104494,-0.30591861,-23.45648484,-21.50387148,-0.94134862,9424608018.165468,0.2877,27746601429.97,,2025-06-25T08:39:00.000Z,,,,,,2025-06-25 14:10:11.680156
1975,Chainlink,LINK,chainlink,2024,2017-09-20T00:00:00.000Z,"{platform,defi,oracles,smart-contracts,ethereum-ecosystem,polkadot,heco-ecosystem,avalanche-ecosystem,solana-ecosystem,framework-ventures-portfolio,polygon-ecosystem,fantom-ecosystem,cardano-ecosystem,terra-ecosystem,web3,near-protocol-ecosystem,arbitrum-ecosystem,cross-chain,cardano,injective-ecosystem,bnb-chain-ecosystem,optimism-ecosystem,real-world-assets,gnosis-chain-ecosystem,sora-ecosystem,hoo-smart-chain-ecosystem,milkomeda-ecosystem,energi-ecosystem,made-in-america,world-liberty-financial-portfolio,binance-ecosystem,binance-listing}",,678099970.4527867,1000000000.0,False,,14,,,,2025-06-25T08:39:00.000Z,13.34906484007203,498094754.944275,-19.2018,-0.69118953,2.19009291,2.61132952,-15.68692268,-11.91603603,-14.92568315,9052000473.625177,0.2763,13349064840.07,,2025-06-25T08:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-06-25 14:10:11.680156
3957,UNUS SED LEO,LEO,unus-sed-leo,61,2019-05-21T00:00:00.000Z,"{marketplace,centralized-exchange,discount-token,payments,ethereum-ecosystem,kenetic-capital-portfolio,alameda-research-portfolio}",,923177120.9,985239504.0,False,,15,,,,2025-06-25T08:39:00.000Z,9.005623902755703,1916920.59548554,-37.0791,-0.14068996,-1.54913532,-1.84521559,1.29386533,-0.5266132,-7.67495174,8313785946.454231,0.2537,8872696427.16,,2025-06-25T08:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2025-06-25 14:10:11.680156
1,Bitcoin,BTC,bitcoin,12228,2010-07-13T00:00:00.000Z,"{mineable,pow,sha-256,store-of-value,state-channel,coinbase-ventures-portfolio,three-arrows-capital-portfolio,polychain-capital-portfolio,binance-labs-portfolio,blockchain-capital-portfolio,boostvc-portfolio,cms-holdings-portfolio,dcg-portfolio,dragonfly-capital-portfolio,electric-capital-portfolio,fabric-ventures-portfolio,framework-ventures-portfolio,galaxy-digital-portfolio,huobi-capital-portfolio,alameda-research-portfolio,a16z-portfolio,1confirmation-portfolio,winklevoss-capital-portfolio,usv-portfolio,placeholder-ventures-portfolio,pantera-capital-portfolio,multicoin-capital-portfolio,paradigm-portfolio,bitcoin-ecosystem,layer-1,ftx-bankruptcy-estate,2017-2018-alt-season,us-strategic-crypto-reserve,binance-ecosystem,binance-listing}",21000000.0,19883184.0,19883184.0,False,,1,,,,2025-06-25T08:40:00.000Z,106425.12804228296,44592329848.06229,-33.5352,-0.23862241,1.1310881,1.48699102,-3.05078473,12.55327698,21.56625629,2116070403088.2717,64.5902,2234927688887.94,,2025-06-25T08:40:00.000Z,,,,,,2025-06-25 14:11:16.709974
1027,Ethereum,ETH,ethereum,10357,2015-08-07T00:00:00.000Z,"{pos,smart-contracts,ethereum-ecosystem,coinbase-ventures-portfolio,three-arrows-capital-portfolio,polychain-capital-portfolio,binance-labs-portfolio,blockchain-capital-portfolio,boostvc-portfolio,cms-holdings-portfolio,dcg-portfolio,dragonfly-capital-portfolio,electric-capital-portfolio,fabric-ventures-portfolio,framework-ventures-portfolio,hashkey-capital-portfolio,kenetic-capital-portfolio,huobi-capital-portfolio,alameda-research-portfolio,a16z-portfolio,1confirmation-portfolio,winklevoss-capital-portfolio,usv-portfolio,placeholder-ventures-portfolio,pantera-capital-portfolio,multicoin-capital-portfolio,paradigm-portfolio,ethereum-pow-ecosystem,layer-1,ftx-bankruptcy-estate,sora-ecosystem,rsk-rbtc-ecosystem,world-liberty-financial-portfolio,us-strategic-crypto-reserve,binance-ecosystem,binance-listing}",,120718763.3691325,120718763.3691325,True,,2,,,,2025-06-25T08:40:00.000Z,2431.873531287701,16872268557.593868,-36.4846,-0.68170338,1.07602843,-3.88443388,-5.44929934,33.39976711,19.93323638,293572765367.17664,8.9609,293572765367.18,,2025-06-25T08:40:00.000Z,,,,,,2025-06-25 14:11:16.709974
825,Tether USDt,USDT,tether,133823,2015-02-25T00:00:00.000Z,"{stablecoin,asset-backed-stablecoin,usd-stablecoin,ethereum-pow-ecosystem,fiat-stablecoin,tron20-ecosystem,rsk-rbtc-ecosystem,world-liberty-financial-portfolio,binance-ecosystem,binance-listing}",,156691510868.98206,159826220710.2283,True,,3,,,,2025-06-25T08:39:00.000Z,1.0004538266977436,66514174352.496185,-36.8644,0.00405335,-0.03699946,0.00702978,0.02619477,0.01206535,0.01676864,156762621659.9242,4.7856,159898754116.19,,2025-06-25T08:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-06-25 14:11:16.709974
52,XRP,XRP,xrp,1632,2013-08-04T00:00:00.000Z,"{medium-of-exchange,enterprise-solutions,xrp-ecosystem,arrington-xrp-capital-portfolio,galaxy-digital-portfolio,a16z-portfolio,pantera-capital-portfolio,ftx-bankruptcy-estate,2017-2018-alt-season,klaytn-ecosystem,made-in-america,us-strategic-crypto-reserve,binance-ecosystem,binance-listing}",100000000000.0,58938652386.0,99986013292.0,False,,4,,,,2025-06-25T08:40:00.000Z,2.1772260084835198,2870021049.9884953,-43.2635,-0.39546109,-0.09392458,0.92402545,-7.16887594,-2.15722211,-8.4675606,128322766879.76846,3.9174,217722600848.35,,2025-06-25T08:40:00.000Z,,,,,,2025-06-25 14:11:16.709974
1839,BNB,BNB,bnb,2593,2017-07-25T00:00:00.000Z,"{marketplace,centralized-exchange,payments,smart-contracts,alameda-research-portfolio,multicoin-capital-portfolio,bnb-chain-ecosystem,layer-1,alleged-sec-securities,celsius-bankruptcy-estate,binance-ecosystem,binance-listing}",,140885742.43,140885742.43,False,,5,,,,2025-06-25T08:40:00.000Z,643.5971432636449,1595412883.0683646,-11.3059,-0.36870357,0.66715578,-1.0715155,-4.5132564,6.60596304,0.63125998,90673661354.52568,2.7685,90673661354.53,,2025-06-25T08:40:00.000Z,,,,,,2025-06-25 14:11:16.709974
5426,Solana,SOL,solana,940,2020-04-10T00:00:00.000Z,"{pos,platform,solana-ecosystem,cms-holdings-portfolio,kenetic-capital-portfolio,alameda-research-portfolio,multicoin-capital-portfolio,okx-ventures-portfolio,layer-1,ftx-bankruptcy-estate,alleged-sec-securities,cmc-crypto-awards-2024,made-in-america,us-strategic-crypto-reserve,binance-ecosystem,binance-listing}",,531332368.675633,603871561.3274251,True,,6,525236893.3,76395900318.43123,,2025-06-25T08:40:00.000Z,145.45036971497757,3309576723.462831,-44.3612,-1.08387848,0.745639,-1.30063107,-18.14576412,-4.1622386,4.61222603,77282489465.4056,2.3597,87833341855.43,,2025-06-25T08:40:00.000Z,,,,,,2025-06-25 14:11:16.709974
3408,USDC,USDC,usd-coin,28864,2018-10-08T00:00:00.000Z,"{medium-of-exchange,stablecoin,asset-backed-stablecoin,coinbase-ventures-portfolio,usd-stablecoin,ethereum-pow-ecosystem,fiat-stablecoin,tron20-ecosystem,made-in-america,world-liberty-financial-portfolio,binance-ecosystem,binance-listing}",,61718556981.72585,61718556981.72585,False,,7,60901219650.23,60894177407.89767,,2025-06-25T08:40:00.000Z,0.9998843661527178,10330523491.202343,-35.0144,-0.01185052,-0.01773598,-0.021792,0.00996535,-0.00303224,-0.0139219,61711420227.53335,1.8842,61711420227.53,,2025-06-25T08:40:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-06-25 14:11:16.709974
1958,TRON,TRX,tron,1190,2017-09-13T00:00:00.000Z,"{media,payments,tron-ecosystem,layer-1,dwf-labs-portfolio,alleged-sec-securities,2017-2018-alt-season,tron20-ecosystem,world-liberty-financial-portfolio,binance-ecosystem,binance-listing}",,94811091071.5717,94811033870.60774,True,,8,71659659264.0,19596211265.865574,,2025-06-25T08:40:00.000Z,0.2734622445478221,447519622.7629341,-41.1179,-0.15314282,0.56074877,-0.03325425,0.35605706,10.89119466,17.11926997,25927253772.459972,0.7916,25927238130.16,,2025-06-25T08:40:00.000Z,,,,,,2025-06-25 14:11:16.709974
74,Dogecoin,DOGE,dogecoin,1240,2013-12-15T00:00:00.000Z,"{mineable,pow,scrypt,medium-of-exchange,memes,payments,doggone-doggerel,osmosis-ecosystem,ftx-bankruptcy-estate,animal-memes,made-in-america,binance-ecosystem,binance-listing}",,149830116383.7052,149830116383.7052,True,,9,,,,2025-06-25T08:40:00.000Z,0.16512589414759055,793974595.8824667,-48.7757,-1.02201438,1.02872279,-3.0623595,-27.47426633,-11.19131745,-16.25283387,24740831938.096878,0.7554,24740831938.1,,2025-06-25T08:40:00.000Z,,,,,,2025-06-25 14:11:16.709974
2010,Cardano,ADA,cardano,1534,2017-10-01T00:00:00.000Z,"{dpos,pos,platform,research,smart-contracts,staking,cardano-ecosystem,cardano,layer-1,alleged-sec-securities,2017-2018-alt-season,made-in-america,us-strategic-crypto-reserve,binance-ecosystem,binance-listing}",45000000000.0,35372023764.01945,44995088366.06753,False,,10,,,,2025-06-25T08:40:00.000Z,0.5796018477038491,615687884.6043123,-48.2565,-1.00081789,-0.20376151,-5.35331319,-24.87552002,-20.62342052,-21.84836882,20501690330.65013,0.6258,26082083146.67,,2025-06-25T08:40:00.000Z,,,,,,2025-06-25 14:11:16.709974
32196,Hyperliquid,HYPE,hyperliquid,108,2024-07-15T10:14:50.000Z,"{decentralized-exchange-dex-token,defi,derivatives,layer-1,hyperliquid-ecosystem,binance-ecosystem,binance-listing}",1000000000.0,333928180.0,999993930.0,False,,11,333931719.0,12547003624.149466,,2025-06-25T08:40:00.000Z,37.57356043242321,291678940.4695664,-49.4681,-0.8156342,1.62779887,-7.08222447,-2.48180047,106.1698384,159.7800744,12546870651.319094,0.3831,37573560432.42,,2025-06-25T08:40:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-06-25 14:11:16.709974
