id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
52,XRP,XRP,xrp,1632,2013-08-04T00:00:00.000Z,"{medium-of-exchange,enterprise-solutions,xrp-ecosystem,arrington-xrp-capital-portfolio,galaxy-digital-portfolio,a16z-portfolio,pantera-capital-portfolio,ftx-bankruptcy-estate,2017-2018-alt-season,klaytn-ecosystem,made-in-america,us-strategic-crypto-reserve,binance-ecosystem,binance-listing}",100000000000.0,58938652386.0,99986013292.0,False,,4,,,,2025-06-25T07:40:00.000Z,2.1858702749239582,3003702494.501539,-39.2237,0.22105545,-0.00882196,1.5480242,-7.07657664,-2.48592003,-7.22545843,128832248294.63342,3.9217,218587027492.4,,2025-06-25T07:40:00.000Z,,,,,,2025-06-25 13:12:18.756507
1839,BNB,BNB,bnb,2592,2017-07-25T00:00:00.000Z,"{marketplace,centralized-exchange,payments,smart-contracts,alameda-research-portfolio,multicoin-capital-portfolio,bnb-chain-ecosystem,layer-1,alleged-sec-securities,celsius-bankruptcy-estate,binance-ecosystem,binance-listing}",,140885745.27,140885745.27,False,,5,,,,2025-06-25T07:40:00.000Z,645.9788904821252,1594664442.1229277,-10.4744,0.11413785,0.96951751,-0.80407911,-4.1970343,6.89717923,1.89409957,91009217414.26192,2.7703,91009217414.26,,2025-06-25T07:40:00.000Z,,,,,,2025-06-25 13:12:18.756507
5426,Solana,SOL,solana,940,2020-04-10T00:00:00.000Z,"{pos,platform,solana-ecosystem,cms-holdings-portfolio,kenetic-capital-portfolio,alameda-research-portfolio,multicoin-capital-portfolio,okx-ventures-portfolio,layer-1,ftx-bankruptcy-estate,alleged-sec-securities,cmc-crypto-awards-2024,made-in-america,us-strategic-crypto-reserve,binance-ecosystem,binance-listing}",,531332387.465298,603871580.1213876,True,,6,525236893.3,77235754381.13751,,2025-06-25T07:41:00.000Z,147.04937022963978,3411885988.084342,-41.6548,0.42953796,1.52123941,-0.41009446,-17.38370569,-3.22567193,5.96356684,78132092959.38301,2.3783,88798935556.43,,2025-06-25T07:41:00.000Z,,,,,,2025-06-25 13:12:18.756507
3408,USDC,USDC,usd-coin,28864,2018-10-08T00:00:00.000Z,"{medium-of-exchange,stablecoin,asset-backed-stablecoin,coinbase-ventures-portfolio,usd-stablecoin,ethereum-pow-ecosystem,fiat-stablecoin,tron20-ecosystem,made-in-america,world-liberty-financial-portfolio,binance-ecosystem,binance-listing}",,61786299751.48691,61786299751.48691,False,,7,60901219650.23,60901394540.1265,,2025-06-25T07:40:00.000Z,1.0000028716977674,10951053147.664053,-29.824,0.00652247,-0.00689793,0.0136882,0.03052606,0.00174945,0.00948747,61786477183.065956,1.8808,61786477183.07,,2025-06-25T07:40:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-06-25 13:12:18.756507
1958,TRON,TRX,tron,1190,2017-09-13T00:00:00.000Z,"{media,payments,tron-ecosystem,layer-1,dwf-labs-portfolio,alleged-sec-securities,2017-2018-alt-season,tron20-ecosystem,world-liberty-financial-portfolio,binance-ecosystem,binance-listing}",,94811166883.73604,94811201144.07063,True,,8,71659659264.0,19626267484.38285,,2025-06-25T07:40:00.000Z,0.273881674654328,465937094.81449383,-37.2611,-0.20168588,0.8746024,-0.09674997,0.50572754,10.94949162,17.46840707,25967041162.04859,0.7904,25967050545.33,,2025-06-25T07:40:00.000Z,,,,,,2025-06-25 13:12:18.756507
74,Dogecoin,DOGE,dogecoin,1240,2013-12-15T00:00:00.000Z,"{mineable,pow,scrypt,medium-of-exchange,memes,payments,doggone-doggerel,osmosis-ecosystem,ftx-bankruptcy-estate,animal-memes,made-in-america,binance-ecosystem,binance-listing}",,149829566383.70526,149829566383.70526,True,,9,,,,2025-06-25T07:40:00.000Z,0.16683093023672413,871829309.8924471,-40.5903,0.3839454,1.90099541,-2.52529667,-27.29605374,-10.7935258,-14.79989758,24996205936.75856,0.7609,24996205936.76,,2025-06-25T07:40:00.000Z,,,,,,2025-06-25 13:12:18.756507
2010,Cardano,ADA,cardano,1534,2017-10-01T00:00:00.000Z,"{dpos,pos,platform,research,smart-contracts,staking,cardano-ecosystem,cardano,layer-1,alleged-sec-securities,2017-2018-alt-season,made-in-america,us-strategic-crypto-reserve,binance-ecosystem,binance-listing}",45000000000.0,35372023764.01945,44995088366.06753,False,,10,,,,2025-06-25T07:41:00.000Z,0.5854714759640961,654929396.4567864,-43.5481,0.45142413,-0.09237605,-4.65235709,-24.18858229,-20.09170504,-20.74135009,20709310960.957546,0.6304,26346216418.38,,2025-06-25T07:41:00.000Z,,,,,,2025-06-25 13:12:18.756507
32196,Hyperliquid,HYPE,hyperliquid,108,2024-07-15T10:14:50.000Z,"{decentralized-exchange-dex-token,defi,derivatives,layer-1,hyperliquid-ecosystem,binance-ecosystem,binance-listing}",1000000000.0,333928180.0,999993930.0,False,,11,333931719.0,12650182841.626917,,2025-06-25T07:40:00.000Z,37.88254341189708,299640134.31895775,-48.2906,0.70540327,1.68191711,-6.19916077,-2.57503758,107.88304077,162.76304593,12650048775.305782,0.3851,37882543411.9,,2025-06-25T07:40:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-06-25 13:12:18.756507
1831,Bitcoin Cash,BCH,bitcoin-cash,1028,2017-07-23T00:00:00.000Z,"{mineable,pow,sha-256,marketplace,medium-of-exchange,store-of-value,enterprise-solutions,payments,bitcoin-cash-ecosystem,layer-1,2017-2018-alt-season,made-in-america,binance-ecosystem,binance-listing}",21000000.0,19888462.5,19888462.5,False,,12,,,,2025-06-25T07:40:00.000Z,480.725092985832,521981737.5342937,14.0764,0.28183932,5.24515049,2.02076663,12.95033489,29.65839919,42.80121217,9560882984.657734,0.291,10095226952.7,,2025-06-25T07:40:00.000Z,,,,,,2025-06-25 13:12:18.756507
20947,Sui,SUI,sui,689,2022-07-12T08:03:11.000Z,"{binance-launchpool,coinbase-ventures-portfolio,binance-labs-portfolio,electric-capital-portfolio,a16z-portfolio,sui-ecosystem,layer-1,move-vm,cmc-crypto-yearbook-2024-2025,made-in-america,world-liberty-financial-portfolio,binance-ecosystem,binance-listing}",10000000000.0,3396671135.3644433,10000000000.0,False,,13,3396671135.36,9558488992.24892,,2025-06-25T07:41:00.000Z,2.8140754907777827,1031467239.891039,-47.6913,0.58068108,-0.22193736,-1.681379,-22.55973561,-21.25238581,2.52635801,9558488992.261425,0.2908,28140754907.78,,2025-06-25T07:41:00.000Z,,,,,,2025-06-25 13:12:18.756507
1975,Chainlink,LINK,chainlink,2024,2017-09-20T00:00:00.000Z,"{platform,defi,oracles,smart-contracts,ethereum-ecosystem,polkadot,heco-ecosystem,avalanche-ecosystem,solana-ecosystem,framework-ventures-portfolio,polygon-ecosystem,fantom-ecosystem,cardano-ecosystem,terra-ecosystem,web3,near-protocol-ecosystem,arbitrum-ecosystem,cross-chain,cardano,injective-ecosystem,bnb-chain-ecosystem,optimism-ecosystem,real-world-assets,gnosis-chain-ecosystem,sora-ecosystem,hoo-smart-chain-ecosystem,milkomeda-ecosystem,energi-ecosystem,made-in-america,world-liberty-financial-portfolio,binance-ecosystem,binance-listing}",,678099970.4527867,1000000000.0,False,,14,,,,2025-06-25T07:41:00.000Z,13.449294015235914,514832732.77612716,-13.6077,0.52627191,2.93915926,2.90390845,-15.50454191,-11.40519918,-13.90316367,9119965874.342314,0.2775,13449294015.24,,2025-06-25T07:41:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-06-25 13:12:18.756507
3957,UNUS SED LEO,LEO,unus-sed-leo,61,2019-05-21T00:00:00.000Z,"{marketplace,centralized-exchange,discount-token,payments,ethereum-ecosystem,kenetic-capital-portfolio,alameda-research-portfolio}",,923177120.9,985239504.0,False,,15,,,,2025-06-25T07:41:00.000Z,9.017792940457186,1960260.98177469,-35.2976,-0.07562531,-1.42166026,-1.73897868,1.40389695,-0.38310454,-7.53559872,8325020123.64361,0.2534,8884685843.83,,2025-06-25T07:41:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2025-06-25 13:12:18.756507
1,Bitcoin,BTC,bitcoin,12228,2010-07-13T00:00:00.000Z,"{mineable,pow,sha-256,store-of-value,state-channel,coinbase-ventures-portfolio,three-arrows-capital-portfolio,polychain-capital-portfolio,binance-labs-portfolio,blockchain-capital-portfolio,boostvc-portfolio,cms-holdings-portfolio,dcg-portfolio,dragonfly-capital-portfolio,electric-capital-portfolio,fabric-ventures-portfolio,framework-ventures-portfolio,galaxy-digital-portfolio,huobi-capital-portfolio,alameda-research-portfolio,a16z-portfolio,1confirmation-portfolio,winklevoss-capital-portfolio,usv-portfolio,placeholder-ventures-portfolio,pantera-capital-portfolio,multicoin-capital-portfolio,paradigm-portfolio,bitcoin-ecosystem,layer-1,ftx-bankruptcy-estate,2017-2018-alt-season,us-strategic-crypto-reserve,binance-ecosystem,binance-listing}",21000000.0,19883184.0,19883184.0,False,,1,,,,2025-06-25T07:42:00.000Z,106700.69496622527,46544250895.76505,-29.7312,0.21136425,1.38539111,1.62129091,-3.0681445,12.53265968,22.15630616,2121549550941.3308,64.5799,2240714594290.73,,2025-06-25T07:42:00.000Z,,,,,,2025-06-25 13:13:19.533097
1027,Ethereum,ETH,ethereum,10357,2015-08-07T00:00:00.000Z,"{pos,smart-contracts,ethereum-ecosystem,coinbase-ventures-portfolio,three-arrows-capital-portfolio,polychain-capital-portfolio,binance-labs-portfolio,blockchain-capital-portfolio,boostvc-portfolio,cms-holdings-portfolio,dcg-portfolio,dragonfly-capital-portfolio,electric-capital-portfolio,fabric-ventures-portfolio,framework-ventures-portfolio,hashkey-capital-portfolio,kenetic-capital-portfolio,huobi-capital-portfolio,alameda-research-portfolio,a16z-portfolio,1confirmation-portfolio,winklevoss-capital-portfolio,usv-portfolio,placeholder-ventures-portfolio,pantera-capital-portfolio,multicoin-capital-portfolio,paradigm-portfolio,ethereum-pow-ecosystem,layer-1,ftx-bankruptcy-estate,sora-ecosystem,rsk-rbtc-ecosystem,world-liberty-financial-portfolio,us-strategic-crypto-reserve,binance-ecosystem,binance-listing}",,120718763.3691325,120718763.3691325,True,,2,,,,2025-06-25T07:41:00.000Z,2447.508798967078,18825545488.89305,-26.4933,0.14705563,1.84992684,-3.36949281,-5.32370492,35.58998837,20.84441868,295460235546.37634,8.9939,295460235546.38,,2025-06-25T07:41:00.000Z,,,,,,2025-06-25 13:13:19.533097
825,Tether USDt,USDT,tether,133810,2015-02-25T00:00:00.000Z,"{stablecoin,asset-backed-stablecoin,usd-stablecoin,ethereum-pow-ecosystem,fiat-stablecoin,tron20-ecosystem,rsk-rbtc-ecosystem,world-liberty-financial-portfolio,binance-ecosystem,binance-listing}",,156691510868.98206,159826220710.2283,True,,3,,,,2025-06-25T07:41:00.000Z,1.0004810787044918,68877498391.75534,-33.3035,0.00138905,-0.02557476,0.02669468,0.04824917,0.00956123,0.03730085,156766891818.03577,4.7721,159903109701.43,,2025-06-25T07:41:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-06-25 13:13:19.533097
52,XRP,XRP,xrp,1632,2013-08-04T00:00:00.000Z,"{medium-of-exchange,enterprise-solutions,xrp-ecosystem,arrington-xrp-capital-portfolio,galaxy-digital-portfolio,a16z-portfolio,pantera-capital-portfolio,ftx-bankruptcy-estate,2017-2018-alt-season,klaytn-ecosystem,made-in-america,us-strategic-crypto-reserve,binance-ecosystem,binance-listing}",100000000000.0,58938652386.0,99986013292.0,False,,4,,,,2025-06-25T07:41:00.000Z,2.185807161346987,3003751260.9206305,-39.2273,0.21083445,-0.00532129,1.54518693,-7.07418974,-2.50902677,-7.2286677,128828528465.45947,3.9216,218580716134.7,,2025-06-25T07:41:00.000Z,,,,,,2025-06-25 13:13:19.533097
1839,BNB,BNB,bnb,2592,2017-07-25T00:00:00.000Z,"{marketplace,centralized-exchange,payments,smart-contracts,alameda-research-portfolio,multicoin-capital-portfolio,bnb-chain-ecosystem,layer-1,alleged-sec-securities,celsius-bankruptcy-estate,binance-ecosystem,binance-listing}",,140885743.73,140885743.73,False,,5,,,,2025-06-25T07:42:00.000Z,645.991962929053,1594553821.3997414,-10.4941,0.12004181,0.97242631,-0.83831135,-4.2149195,6.92946747,1.94438092,91011058140.86221,2.7704,91011058140.86,,2025-06-25T07:42:00.000Z,,,,,,2025-06-25 13:13:19.533097
5426,Solana,SOL,solana,940,2020-04-10T00:00:00.000Z,"{pos,platform,solana-ecosystem,cms-holdings-portfolio,kenetic-capital-portfolio,alameda-research-portfolio,multicoin-capital-portfolio,okx-ventures-portfolio,layer-1,ftx-bankruptcy-estate,alleged-sec-securities,cmc-crypto-awards-2024,made-in-america,us-strategic-crypto-reserve,binance-ecosystem,binance-listing}",,531332387.465298,603871580.1213876,True,,6,525236893.3,77243969767.93053,,2025-06-25T07:42:00.000Z,147.0650115276861,3411628867.8853874,-41.6612,0.45051839,1.54365621,-0.45730085,-17.3753096,-3.18546046,5.9537559,78140403687.61702,2.3786,88808380891.79,,2025-06-25T07:42:00.000Z,,,,,,2025-06-25 13:13:19.533097
3408,USDC,USDC,usd-coin,28864,2018-10-08T00:00:00.000Z,"{medium-of-exchange,stablecoin,asset-backed-stablecoin,coinbase-ventures-portfolio,usd-stablecoin,ethereum-pow-ecosystem,fiat-stablecoin,tron20-ecosystem,made-in-america,world-liberty-financial-portfolio,binance-ecosystem,binance-listing}",,61727021733.2419,61727021733.2419,False,,7,60901219650.23,60900673698.82868,,2025-06-25T07:41:00.000Z,0.9999910354603002,10948733454.014849,-27.9108,0.00506249,-0.00650391,0.00197212,0.05713945,0.01135637,0.00913542,61726468378.90502,1.879,61726468378.91,,2025-06-25T07:41:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-06-25 13:13:19.533097
1958,TRON,TRX,tron,1190,2017-09-13T00:00:00.000Z,"{media,payments,tron-ecosystem,layer-1,dwf-labs-portfolio,alleged-sec-securities,2017-2018-alt-season,tron20-ecosystem,world-liberty-financial-portfolio,binance-ecosystem,binance-listing}",,94811091071.5717,94811100848.7465,True,,8,71659659264.0,19629328747.23428,,2025-06-25T07:42:00.000Z,0.27392439412694164,466324934.80490386,-37.2073,-0.18120558,0.89064938,-0.09468419,0.5747563,10.96868155,17.63804103,25971070678.294563,0.7902,25971073356.5,,2025-06-25T07:42:00.000Z,,,,,,2025-06-25 13:13:19.533097
74,Dogecoin,DOGE,dogecoin,1240,2013-12-15T00:00:00.000Z,"{mineable,pow,scrypt,medium-of-exchange,memes,payments,doggone-doggerel,osmosis-ecosystem,ftx-bankruptcy-estate,animal-memes,made-in-america,binance-ecosystem,binance-listing}",,149829846383.7052,149829846383.7052,True,,9,,,,2025-06-25T07:42:00.000Z,0.16677671038327088,870093333.0161079,-40.7928,0.34881962,1.88061627,-2.58406148,-27.35376204,-10.75575949,-14.7819493,24988128897.105167,0.7603,24988128897.11,,2025-06-25T07:42:00.000Z,,,,,,2025-06-25 13:13:19.533097
2010,Cardano,ADA,cardano,1534,2017-10-01T00:00:00.000Z,"{dpos,pos,platform,research,smart-contracts,staking,cardano-ecosystem,cardano,layer-1,alleged-sec-securities,2017-2018-alt-season,made-in-america,us-strategic-crypto-reserve,binance-ecosystem,binance-listing}",45000000000.0,35372023764.01945,44995088366.06753,False,,10,,,,2025-06-25T07:41:00.000Z,0.5854714759640961,654929396.4567864,-43.5481,0.45142413,-0.09237605,-4.65235709,-24.18858229,-20.09170504,-20.74135009,20709310960.957546,0.6304,26346216418.38,,2025-06-25T07:41:00.000Z,,,,,,2025-06-25 13:13:19.533097
32196,Hyperliquid,HYPE,hyperliquid,108,2024-07-15T10:14:50.000Z,"{decentralized-exchange-dex-token,defi,derivatives,layer-1,hyperliquid-ecosystem,binance-ecosystem,binance-listing}",1000000000.0,333928180.0,999993930.0,False,,11,333931719.0,12653678008.335634,,2025-06-25T07:41:00.000Z,37.89301012263419,299705071.1518089,-48.2752,0.73062331,1.69532085,-6.21014045,-2.5708023,107.92633814,162.81338742,12653543904.97281,0.3852,37893010122.63,,2025-06-25T07:41:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-06-25 13:13:19.533097
1831,Bitcoin Cash,BCH,bitcoin-cash,1028,2017-07-23T00:00:00.000Z,"{mineable,pow,sha-256,marketplace,medium-of-exchange,store-of-value,enterprise-solutions,payments,bitcoin-cash-ecosystem,layer-1,2017-2018-alt-season,made-in-america,binance-ecosystem,binance-listing}",21000000.0,19888475.0,19888475.0,False,,12,,,,2025-06-25T07:41:00.000Z,480.80550076809,522300200.2639294,14.1501,0.28800984,5.27286731,2.03954756,12.95440697,29.68326559,42.87180342,9562488181.888638,0.2911,10096915516.13,,2025-06-25T07:41:00.000Z,,,,,,2025-06-25 13:13:19.533097
20947,Sui,SUI,sui,689,2022-07-12T08:03:11.000Z,"{binance-launchpool,coinbase-ventures-portfolio,binance-labs-portfolio,electric-capital-portfolio,a16z-portfolio,sui-ecosystem,layer-1,move-vm,cmc-crypto-yearbook-2024-2025,made-in-america,world-liberty-financial-portfolio,binance-ecosystem,binance-listing}",10000000000.0,3396671135.3644433,10000000000.0,False,,13,3396671135.36,9558961265.402739,,2025-06-25T07:42:00.000Z,2.8142145307775346,1031087308.0380024,-47.7161,0.56696908,-0.19127175,-1.8274569,-22.53859122,-21.22784711,2.30539175,9558961265.415243,0.2908,28142145307.78,,2025-06-25T07:42:00.000Z,,,,,,2025-06-25 13:13:19.533097
2010,Cardano,ADA,cardano,1534,2017-10-01T00:00:00.000Z,"{dpos,pos,platform,research,smart-contracts,staking,cardano-ecosystem,cardano,layer-1,alleged-sec-securities,2017-2018-alt-season,made-in-america,us-strategic-crypto-reserve,binance-ecosystem,binance-listing}",45000000000.0,35372023764.01945,44995088366.06753,False,,10,,,,2025-06-25T07:43:00.000Z,0.5854754119678084,653365194.2364057,-43.7003,0.45125025,-0.02169507,-4.7066538,-24.22375152,-20.10392444,-20.71928369,20709450185.374393,0.6301,26346393538.55,,2025-06-25T07:43:00.000Z,,,,,,2025-06-25 13:14:20.339770
1975,Chainlink,LINK,chainlink,2024,2017-09-20T00:00:00.000Z,"{platform,defi,oracles,smart-contracts,ethereum-ecosystem,polkadot,heco-ecosystem,avalanche-ecosystem,solana-ecosystem,framework-ventures-portfolio,polygon-ecosystem,fantom-ecosystem,cardano-ecosystem,terra-ecosystem,web3,near-protocol-ecosystem,arbitrum-ecosystem,cross-chain,cardano,injective-ecosystem,bnb-chain-ecosystem,optimism-ecosystem,real-world-assets,gnosis-chain-ecosystem,sora-ecosystem,hoo-smart-chain-ecosystem,milkomeda-ecosystem,energi-ecosystem,made-in-america,world-liberty-financial-portfolio,binance-ecosystem,binance-listing}",,678099970.4527867,1000000000.0,False,,14,,,,2025-06-25T07:42:00.000Z,13.449496614636404,514727637.2823819,-13.6334,0.52165745,2.94624966,2.81750059,-15.500164,-11.40810188,-13.85304176,9120103256.9898,0.2775,13449496614.64,,2025-06-25T07:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-06-25 13:13:19.533097
3957,UNUS SED LEO,LEO,unus-sed-leo,61,2019-05-21T00:00:00.000Z,"{marketplace,centralized-exchange,discount-token,payments,ethereum-ecosystem,kenetic-capital-portfolio,alameda-research-portfolio}",,923177120.9,985239504.0,False,,15,,,,2025-06-25T07:42:00.000Z,9.017793712012843,1960329.18746384,-35.2958,-0.07745543,-1.42237265,-1.74014946,1.39935304,-0.38006118,-7.54534373,8325020835.92614,0.2533,8884686604.0,,2025-06-25T07:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2025-06-25 13:13:19.533097
1,Bitcoin,BTC,bitcoin,12228,2010-07-13T00:00:00.000Z,"{mineable,pow,sha-256,store-of-value,state-channel,coinbase-ventures-portfolio,three-arrows-capital-portfolio,polychain-capital-portfolio,binance-labs-portfolio,blockchain-capital-portfolio,boostvc-portfolio,cms-holdings-portfolio,dcg-portfolio,dragonfly-capital-portfolio,electric-capital-portfolio,fabric-ventures-portfolio,framework-ventures-portfolio,galaxy-digital-portfolio,huobi-capital-portfolio,alameda-research-portfolio,a16z-portfolio,1confirmation-portfolio,winklevoss-capital-portfolio,usv-portfolio,placeholder-ventures-portfolio,pantera-capital-portfolio,multicoin-capital-portfolio,paradigm-portfolio,bitcoin-ecosystem,layer-1,ftx-bankruptcy-estate,2017-2018-alt-season,us-strategic-crypto-reserve,binance-ecosystem,binance-listing}",21000000.0,19883184.0,19883184.0,False,,1,,,,2025-06-25T07:43:00.000Z,106700.4583235071,46648458343.009125,-29.5983,0.21127213,1.4065669,1.67821286,-3.04265887,12.53520463,22.16160758,2121544845730.6233,64.554,2240709624793.65,,2025-06-25T07:43:00.000Z,,,,,,2025-06-25 13:14:20.339770
1027,Ethereum,ETH,ethereum,10357,2015-08-07T00:00:00.000Z,"{pos,smart-contracts,ethereum-ecosystem,coinbase-ventures-portfolio,three-arrows-capital-portfolio,polychain-capital-portfolio,binance-labs-portfolio,blockchain-capital-portfolio,boostvc-portfolio,cms-holdings-portfolio,dcg-portfolio,dragonfly-capital-portfolio,electric-capital-portfolio,fabric-ventures-portfolio,framework-ventures-portfolio,hashkey-capital-portfolio,kenetic-capital-portfolio,huobi-capital-portfolio,alameda-research-portfolio,a16z-portfolio,1confirmation-portfolio,winklevoss-capital-portfolio,usv-portfolio,placeholder-ventures-portfolio,pantera-capital-portfolio,multicoin-capital-portfolio,paradigm-portfolio,ethereum-pow-ecosystem,layer-1,ftx-bankruptcy-estate,sora-ecosystem,rsk-rbtc-ecosystem,world-liberty-financial-portfolio,us-strategic-crypto-reserve,binance-ecosystem,binance-listing}",,120718763.3691325,120718763.3691325,True,,2,,,,2025-06-25T07:43:00.000Z,2448.1748409136903,18811470529.7122,-27.5382,0.18598771,1.89767303,-3.27184271,-5.28085446,35.6276087,20.85099676,295540639306.5234,8.9922,295540639306.52,,2025-06-25T07:43:00.000Z,,,,,,2025-06-25 13:14:20.339770
825,Tether USDt,USDT,tether,133810,2015-02-25T00:00:00.000Z,"{stablecoin,asset-backed-stablecoin,usd-stablecoin,ethereum-pow-ecosystem,fiat-stablecoin,tron20-ecosystem,rsk-rbtc-ecosystem,world-liberty-financial-portfolio,binance-ecosystem,binance-listing}",,156691510868.98206,159826220710.2283,True,,3,,,,2025-06-25T07:42:00.000Z,1.0003963528256816,68660189376.5532,-33.5853,-0.00796772,-0.02693746,0.01860212,-0.00149372,0.00020681,0.02492178,156753615992.0753,4.7694,159889568284.42,,2025-06-25T07:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-06-25 13:14:20.339770
52,XRP,XRP,xrp,1632,2013-08-04T00:00:00.000Z,"{medium-of-exchange,enterprise-solutions,xrp-ecosystem,arrington-xrp-capital-portfolio,galaxy-digital-portfolio,a16z-portfolio,pantera-capital-portfolio,ftx-bankruptcy-estate,2017-2018-alt-season,klaytn-ecosystem,made-in-america,us-strategic-crypto-reserve,binance-ecosystem,binance-listing}",100000000000.0,58938652386.0,99986013292.0,False,,4,,,,2025-06-25T07:42:00.000Z,2.1859099015823165,3003461459.224561,-39.2349,0.21699414,0.00896649,1.48510588,-7.04695318,-2.49403565,-7.2344402,128834583836.47562,3.9199,218590990158.23,,2025-06-25T07:42:00.000Z,,,,,,2025-06-25 13:14:20.339770
1839,BNB,BNB,bnb,2592,2017-07-25T00:00:00.000Z,"{marketplace,centralized-exchange,payments,smart-contracts,alameda-research-portfolio,multicoin-capital-portfolio,bnb-chain-ecosystem,layer-1,alleged-sec-securities,celsius-bankruptcy-estate,binance-ecosystem,binance-listing}",,140885743.73,140885743.73,False,,5,,,,2025-06-25T07:42:00.000Z,645.991962929053,1594553821.3997414,-10.4941,0.12004181,0.97242631,-0.83831135,-4.2149195,6.92946747,1.94438092,91011058140.86221,2.7704,91011058140.86,,2025-06-25T07:42:00.000Z,,,,,,2025-06-25 13:14:20.339770
5426,Solana,SOL,solana,940,2020-04-10T00:00:00.000Z,"{pos,platform,solana-ecosystem,cms-holdings-portfolio,kenetic-capital-portfolio,alameda-research-portfolio,multicoin-capital-portfolio,okx-ventures-portfolio,layer-1,ftx-bankruptcy-estate,alleged-sec-securities,cmc-crypto-awards-2024,made-in-america,us-strategic-crypto-reserve,binance-ecosystem,binance-listing}",,531332387.465298,603871580.1213876,True,,6,525236893.3,77255566924.58229,,2025-06-25T07:43:00.000Z,147.0870913868881,3412257532.3113136,-41.6641,0.49970663,1.59588328,-0.44000195,-17.35943107,-3.16894799,5.97829333,78152135431.92172,2.378,88821714291.26,,2025-06-25T07:43:00.000Z,,,,,,2025-06-25 13:14:20.339770
3408,USDC,USDC,usd-coin,28864,2018-10-08T00:00:00.000Z,"{medium-of-exchange,stablecoin,asset-backed-stablecoin,coinbase-ventures-portfolio,usd-stablecoin,ethereum-pow-ecosystem,fiat-stablecoin,tron20-ecosystem,made-in-america,world-liberty-financial-portfolio,binance-ecosystem,binance-listing}",,61727021733.2419,61727021733.2419,False,,7,60901219650.23,60897435390.77189,,2025-06-25T07:42:00.000Z,0.9999378623370788,10828055933.246542,-30.7256,-0.00411908,-0.00435172,-0.0009158,0.01386882,0.00053143,-4.149e-05,61723186160.37231,1.878,61723186160.37,,2025-06-25T07:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-06-25 13:14:20.339770
1958,TRON,TRX,tron,1190,2017-09-13T00:00:00.000Z,"{media,payments,tron-ecosystem,layer-1,dwf-labs-portfolio,alleged-sec-securities,2017-2018-alt-season,tron20-ecosystem,world-liberty-financial-portfolio,binance-ecosystem,binance-listing}",,94811091071.5717,94811100848.7465,True,,8,71659659264.0,19638763206.70261,,2025-06-25T07:43:00.000Z,0.2740560506205006,466518570.0157567,-37.1707,-0.10005142,0.92819436,-0.04467479,0.62714855,11.02020279,17.69848199,25983553174.095547,0.7906,25983555853.59,,2025-06-25T07:43:00.000Z,,,,,,2025-06-25 13:14:20.339770
74,Dogecoin,DOGE,dogecoin,1240,2013-12-15T00:00:00.000Z,"{mineable,pow,scrypt,medium-of-exchange,memes,payments,doggone-doggerel,osmosis-ecosystem,ftx-bankruptcy-estate,animal-memes,made-in-america,binance-ecosystem,binance-listing}",,149829846383.7052,149829846383.7052,True,,9,,,,2025-06-25T07:43:00.000Z,0.16667316573118654,865265143.5543878,-41.2686,0.26523791,1.88809224,-2.63115402,-27.3925514,-10.80545976,-14.83535466,24972614817.789516,0.7598,24972614817.79,,2025-06-25T07:43:00.000Z,,,,,,2025-06-25 13:14:20.339770
